,comm_date,author,author_id,likes,comment,video_id
70,2024-12-04T09:21:18Z,@inifuu6930,UCoG8toIwMoTOrW7ShJHZSPg,0,"KALIMAT PENGUMUMAN NYA DI GANTI :

 TUNJANGAN NON ASN GURU NAIK DARI 1.5JT JADI 2JT. 

GURU ASN TETAP.TIDAK ADA KENAIKAN. SESUAI ATURAN 1X GAPOK. 

BEGITU",rrZBXyl7ScQ
71,2024-12-04T09:20:58Z,@hirawatinusa1963,UCD-F1Ss136Ru0CkDF3FBjAQ,0,Jadinya pehapein saja,rrZBXyl7ScQ
72,2024-12-04T09:20:40Z,@SaripHidayat-g8l,UCQvN2H_jBlAg5EBzpftN4Nw,0,Harus belajar prosa fiksi dan non fiksi lagi.....agar bisa  membedakan informasi fiksi dan ilmiah dengan benar. Luuuuurrr.,rrZBXyl7ScQ
73,2024-12-04T09:14:35Z,@SaripHidayat-g8l,UCQvN2H_jBlAg5EBzpftN4Nw,0,"Yang luar biasa zaman Pak SBY antara kata dan rencana derealisasikan bagai "" SAPTA PENDETA RATU"" . Ya Allah lindungi dan selamatkan Belilau selalu....Aamiin.",rrZBXyl7ScQ
74,2024-12-04T09:08:59Z,@Heav3n645,UCPteLTb_qUX4_36rzDMWyTQ,0,"oalah.. trnyata air mata buaya saja kmren. 
pdhl netizen sdh ikut puji2 si buaya ketika menangis..",rrZBXyl7ScQ
75,2024-12-04T09:03:28Z,@firdausjmandiri,UC1c96V685z_mmwQc80k-8ow,0,"Ya walaupun gak ada informasi dari pemerintah tentang naik 1 kali gaji untuk guru ASN yang baru menerima sertifikasi ditahun 2025 ya tetep bakal dapet, kan dari sebelumnya emang sudah gitu. memberi peraturan yang sudah dilaksanakan sebelumnya itu kan lucu😂😂",rrZBXyl7ScQ
76,2024-12-04T09:01:08Z,@ubrahannel1971,UCvUhdjPe-YlmFCWUxCAr-ZQ,0,"PNS tidak ada kenaikan Gaji Guru, namun naik Rp.500.000 menjadi Rp.2.000.000 bagi guru honorer yang sudah bersertifikasi, kita di prenk oleh Mentri Pendidikan",rrZBXyl7ScQ
77,2024-12-04T08:57:10Z,@IbuDalima,UCKzXMvqouK3CIf3CfAysvgw,0,Saya bersyukur dan terimakasih banget sama pak SBY yang memberikan tunjangan sertifikasi ..yang pada iri sama guru ...kenapa situ dari awal  gak mau  jadi guru ...dikira org sim salabim tanpa perjuangan jadi guru...semua butuh perjuangan kawan maka hargailah guru bro,rrZBXyl7ScQ
78,2024-12-04T08:54:57Z,@HeriWibowo-o6b,UCNnG5kffA98CQhJAqde2hvQ,0,Hayooo... yg mana nih yg bener. Jngn cm omon omon..jubirnya pikek sebelah 😂😂😂😂,rrZBXyl7ScQ
79,2024-12-04T08:53:57Z,@dintositanggang422,UCR13l6SdPBarrPsUZkayFHA,0,Anggaran dri mna klw naik 2 juta per guru? Prank terbaik utk guru tahun ini kita lihat prank ap lagi kedepan dr prabowo😂,rrZBXyl7ScQ
